Time	 LatitudeDegrees 	 LongitudeDegrees 	 AltitudeMeters 	 DistanceMeters 	HeartRateBpm	Cadence	 Speed 
7:50:05 PM	 49.2792112659662 	 (123.2384878210720)	 31.20 	 5,427.600 	137	93	 6.831 
7:50:12 PM	 49.2793046403676 	 (123.2391142006960)	 31.20 	 5,474.390 	137	90	 6.600 
7:50:17 PM	 49.2793526686728 	 (123.2395641412580)	 31.20 	 5,507.100 	138	94	 6.236 
7:50:18 PM	 49.2793407663702 	 (123.2396474573760)	 31.20 	 5,513.160 	137	92	 6.063 
7:50:21 PM	 49.2792873736470 	 (123.2399275805800)	 31.60 	 5,530.450 	137	100	 5.587 
7:50:22 PM	 49.2792765609920 	 (123.2400172669440)	 32.00 	 5,535.540 	136	95	 5.572 
7:50:23 PM	 49.2792789079248 	 (123.2400865852830)	 32.40 	 5,541.120 	136	88	 5.572 
7:50:24 PM	 49.2792436201125 	 (123.2402234617620)	 32.60 	 5,546.870 	136	86	 5.403 
7:50:25 PM	 49.2792455479502 	 (123.2402904331680)	 33.40 	 5,551.910 	136	84	 5.403 
7:50:27 PM	 49.2792383395135 	 (123.2404400501400)	 33.40 	 5,562.410 	135	83	 5.206 
7:50:31 PM	 49.2792523372918 	 (123.2406082749360)	 33.40 	 5,579.310 	134	0	 3.184 
7:50:32 PM	 49.2792511638253 	 (123.2405993063000)	 33.40 	 5,579.310 	133	0	 -   
7:51:08 PM	 49.2792341485619 	 (123.2406152319160)	 35.40 	 5,579.310 	118	55	 1.991 
7:51:09 PM	 49.2792394291609 	 (123.2406696304670)	 35.40 	 5,581.290 	119	77	 1.991 
7:51:12 PM	 49.2792462185025 	 (123.2409712951630)	 35.40 	 5,596.160 	122	105	 6.388 
7:51:16 PM	 49.2792646586894 	 (123.2413320522750)	 35.40 	 5,621.520 	126	100	 6.239 
7:51:19 PM	 49.2792715318500 	 (123.2415816653510)	 35.40 	 5,640.080 	129	98	 6.131 
7:51:20 PM	 49.2792758066207 	 (123.2416674960400)	 35.60 	 5,646.140 	130	97	 6.114 
7:51:21 PM	 49.2792801652103 	 (123.2417425978920)	 36.40 	 5,651.810 	131	97	 6.114 
7:51:22 PM	 49.2792866192758 	 (123.2418262492860)	 36.60 	 5,657.870 	133	96	 6.063 
7:51:23 PM	 49.2792819254100 	 (123.2419243175530)	 37.20 	 5,664.370 	134	96	 6.028 
7:51:24 PM	 49.2792842723429 	 (123.2420114055270)	 37.40 	 5,670.240 	134	96	 5.945 
7:51:25 PM	 49.2792872898280 	 (123.2420951407400)	 38.20 	 5,676.250 	135	95	 5.960 
7:51:26 PM	 49.2792841047048 	 (123.2421785406760)	 38.40 	 5,682.200 	136	95	 5.940 
7:51:27 PM	 49.2792838532477 	 (123.2422609347850)	 39.00 	 5,688.100 	137	94	 5.947 
7:51:28 PM	 49.2792870383709 	 (123.2423351146280)	 39.40 	 5,693.640 	138	94	 5.947 
7:51:29 PM	 49.2792898882180 	 (123.2424248848110)	 40.00 	 5,700.000 	138	93	 5.859 
7:51:31 PM	 49.2792934924364 	 (123.2425709813830)	 40.00 	 5,711.160 	139	93	 5.827 
7:51:35 PM	 49.2793107591569 	 (123.2428951933970)	 40.00 	 5,734.430 	142	91	 5.827 
7:51:36 PM	 49.2793032154440 	 (123.2429805211720)	 40.40 	 5,740.600 	142	91	 5.732 
7:51:37 PM	 49.2792915645986 	 (123.2430591434240)	 40.60 	 5,746.450 	143	93	 5.795 
7:51:38 PM	 49.2792946659028 	 (123.2431322336190)	 41.20 	 5,752.180 	143	91	 5.780 
7:51:39 PM	 49.2792955879122 	 (123.2431987859300)	 41.40 	 5,757.520 	144	92	 5.780 
7:51:40 PM	 49.2793078254908 	 (123.2432665955270)	 42.00 	 5,763.660 	144	91	 5.732 
7:51:43 PM	 49.2792939115315 	 (123.2434546016150)	 42.40 	 5,781.240 	146	95	 5.940 
7:51:44 PM	 49.2792868707329 	 (123.2435270212590)	 42.60 	 5,787.240 	147	95	 5.940 
7:51:45 PM	 49.2792651616036 	 (123.2436116784810)	 43.20 	 5,793.120 	147	94	 5.907 
7:51:46 PM	 49.2792411893606 	 (123.2436947431410)	 43.40 	 5,799.020 	147	94	 5.875 
7:51:47 PM	 49.2792289517819 	 (123.2437586132430)	 44.00 	 5,804.390 	148	94	 5.875 
7:51:48 PM	 49.2791769839823 	 (123.2438519038250)	 44.00 	 5,810.700 	148	94	 5.827 
7:51:50 PM	 49.2791005410254 	 (123.2440031971780)	 44.00 	 5,822.450 	149	95	 5.922 
7:51:59 PM	 49.2788199987262 	 (123.2445954624560)	 44.00 	 5,878.750 	150	99	 6.343 
7:52:01 PM	 49.2787709645926 	 (123.2447244599460)	 44.40 	 5,891.200 	151	97	 6.250 
7:52:02 PM	 49.2787381913512 	 (123.2447916828090)	 45.00 	 5,897.350 	151	95	 6.144 
7:52:03 PM	 49.2787063401192 	 (123.2448347657910)	 45.40 	 5,903.330 	151	93	 5.973 
7:52:04 PM	 49.2786792665719 	 (123.2448962051420)	 45.60 	 5,909.140 	151	97	 5.810 
7:52:05 PM	 49.2786494269967 	 (123.2449719775460)	 46.20 	 5,914.870 	151	98	 5.703 
7:52:07 PM	 49.2785972077399 	 (123.2451081834730)	 46.20 	 5,925.810 	152	94	 5.414 
7:52:08 PM	 49.2785662785172 	 (123.2451958581800)	 46.60 	 5,931.580 	152	95	 5.347 
7:52:09 PM	 49.2785392887890 	 (123.2452632486820)	 47.20 	 5,936.910 	152	95	 5.374 
7:52:10 PM	 49.2785138916224 	 (123.2453186530610)	 47.40 	 5,941.890 	152	95	 5.374 
7:52:11 PM	 49.2784860637038 	 (123.2454048190260)	 48.20 	 5,947.700 	152	94	 5.361 
7:52:12 PM	 49.2784589901566 	 (123.2454752270130)	 48.40 	 5,952.970 	153	93	 5.281 
7:52:13 PM	 49.2784355208277 	 (123.2455271948120)	 49.00 	 5,957.830 	153	94	 5.281 
7:52:14 PM	 49.2784067708998 	 (123.2455906458190)	 49.40 	 5,963.120 	154	95	 5.294 
7:52:15 PM	 49.2783636879175 	 (123.2456696871660)	 50.00 	 5,968.930 	154	96	 5.455 
7:52:16 PM	 49.2783317528665 	 (123.2457334734490)	 50.40 	 5,974.430 	154	96	 5.441 
7:52:17 PM	 49.2782993149012 	 (123.2457994390270)	 50.60 	 5,979.910 	155	97	 5.455 
7:52:19 PM	 49.2782406415790 	 (123.2459299452600)	 51.40 	 5,990.790 	155	97	 5.512 
7:52:20 PM	 49.2782100476324 	 (123.2459937315430)	 51.60 	 5,996.220 	155	96	 5.401 
7:52:21 PM	 49.2781828902661 	 (123.2460505608460)	 52.20 	 6,001.250 	156	95	 5.401 
7:52:22 PM	 49.2781490273773 	 (123.2461133413010)	 52.60 	 6,007.040 	156	95	 5.433 
7:52:23 PM	 49.2781225405633 	 (123.2461707573380)	 53.20 	 6,012.450 	156	95	 5.392 
7:52:25 PM	 49.2780682258307 	 (123.2462882716200)	 53.40 	 6,023.180 	156	94	 5.324 
7:52:26 PM	 49.2780421581119 	 (123.2463494595140)	 54.00 	 6,028.430 	156	94	 5.352 
7:52:27 PM	 49.2780162580311 	 (123.2464124914250)	 54.40 	 6,033.750 	156	94	 5.311 
7:52:28 PM	 49.2779886815696 	 (123.2464725896710)	 54.60 	 6,039.180 	157	94	 5.392 
7:52:29 PM	 49.2779608536511 	 (123.2465312629930)	 55.20 	 6,044.580 	157	94	 5.352 
7:52:33 PM	 49.2778570018708 	 (123.2467668782910)	 55.60 	 6,065.770 	157	93	 5.298 
7:52:34 PM	 49.2778315208852 	 (123.2468264736230)	 56.20 	 6,071.100 	158	93	 5.285 
7:52:35 PM	 49.2778049502521 	 (123.2468855660400)	 56.60 	 6,076.390 	158	93	 5.285 
7:52:36 PM	 49.2777802236378 	 (123.2469447422770)	 57.20 	 6,081.600 	158	92	 5.260 
7:52:37 PM	 49.2777548264712 	 (123.2470030803230)	 57.60 	 6,086.930 	158	92	 5.247 
7:52:38 PM	 49.2777295969426 	 (123.2470618374640)	 57.60 	 6,092.100 	158	92	 5.222 
7:52:40 PM	 49.2776834964752 	 (123.2471816986790)	 58.20 	 6,102.520 	159	92	 5.260 
7:52:41 PM	 49.2776598595082 	 (123.2472421322010)	 58.40 	 6,107.790 	159	91	 5.197 
7:52:42 PM	 49.2776361387223 	 (123.2473078463220)	 59.00 	 6,112.890 	159	91	 5.184 
7:52:43 PM	 49.2776088137179 	 (123.2473697885870)	 59.40 	 6,117.720 	159	90	 5.158 
7:52:44 PM	 49.2775872722268 	 (123.2474247738710)	 59.60 	 6,122.870 	159	90	 5.158 
7:52:47 PM	 49.2775184568017 	 (123.2476152107110)	 60.20 	 6,138.680 	159	91	 5.158 
7:52:48 PM	 49.2774997651576 	 (123.2476698607200)	 60.40 	 6,143.470 	159	97	 5.158 
7:52:49 PM	 49.2774788942188 	 (123.2477266900240)	 61.00 	 6,148.600 	159	100	 5.122 
7:52:50 PM	 49.2774530779570 	 (123.2477873750030)	 61.40 	 6,154.000 	159	99	 4.968 
7:52:51 PM	 49.2774310335516 	 (123.2478460483250)	 61.60 	 6,158.830 	159	98	 4.901 
7:52:54 PM	 49.2773677501827 	 (123.2480161171400)	 62.20 	 6,173.290 	158	95	 4.749 
7:52:55 PM	 49.2773465439677 	 (123.2480726949870)	 62.60 	 6,178.040 	158	95	 4.738 
7:52:56 PM	 49.2773255053907 	 (123.2481293566520)	 63.20 	 6,182.770 	158	95	 4.708 
7:52:57 PM	 49.2773060593754 	 (123.2481853477650)	 63.40 	 6,187.410 	158	96	 4.728 
7:52:58 PM	 49.2772864457219 	 (123.2482405006880)	 64.00 	 6,192.180 	158	95	 4.749 
7:53:03 PM	 49.2771846894174 	 (123.2485150080170)	 64.40 	 6,215.540 	158	94	 4.657 
7:53:04 PM	 49.2771671712398 	 (123.2485663052640)	 64.80 	 6,219.910 	158	94	 4.657 
7:53:05 PM	 49.2771431151777 	 (123.2486217934630)	 65.00 	 6,225.040 	158	96	 4.781 
7:53:06 PM	 49.2771210707724 	 (123.2486767787480)	 65.40 	 6,229.750 	158	96	 4.749 
7:53:07 PM	 49.2770996969193 	 (123.2487315125760)	 66.00 	 6,234.600 	158	95	 4.749 
7:53:09 PM	 49.2770625650882 	 (123.2488395553080)	 66.00 	 6,243.910 	159	93	 4.637 
7:53:15 PM	 49.2769313044846 	 (123.2491378672420)	 66.40 	 6,271.060 	160	89	 4.433 
7:53:16 PM	 49.2769065778702 	 (123.2491874042890)	 67.00 	 6,275.430 	159	89	 4.379 
7:53:17 PM	 49.2768840305507 	 (123.2492356002330)	 67.40 	 6,279.810 	159	89	 4.388 
7:53:19 PM	 49.2768377624452 	 (123.2493311539290)	 67.80 	 6,288.600 	160	88	 4.396 
7:53:20 PM	 49.2768152151256 	 (123.2493775896720)	 68.40 	 6,292.950 	159	87	 4.342 
7:53:22 PM	 49.2767604812979 	 (123.2494598161420)	 68.80 	 6,301.470 	159	86	 4.231 
7:53:23 PM	 49.2767363414168 	 (123.2495039887720)	 69.00 	 6,305.950 	159	87	 4.282 
7:53:24 PM	 49.2767120338976 	 (123.2495448086410)	 69.40 	 6,310.100 	159	86	 4.264 
7:53:25 PM	 49.2766852956265 	 (123.2495840359470)	 70.00 	 6,314.410 	160	85	 4.300 
7:53:26 PM	 49.2766571324318 	 (123.2496220059690)	 70.40 	 6,318.540 	159	85	 4.206 
7:53:27 PM	 49.2766319029033 	 (123.2496599759900)	 70.40 	 6,322.770 	159	85	 4.223 
7:53:31 PM	 49.2765151429921 	 (123.2497981935730)	 71.00 	 6,339.370 	159	86	 4.165 
7:53:32 PM	 49.2764874827116 	 (123.2498277816920)	 71.40 	 6,343.200 	159	91	 4.165 
7:53:33 PM	 49.2764472495764 	 (123.2498586270950)	 71.80 	 6,347.720 	159	98	 4.517 
7:53:34 PM	 49.2763910070061 	 (123.2498823478810)	 72.00 	 6,353.080 	159	99	 4.934 
7:53:35 PM	 49.2763485945761 	 (123.2499115169040)	 72.40 	 6,358.000 	159	98	 4.910 
7:53:38 PM	 49.2762368638068 	 (123.2499938271930)	 73.00 	 6,371.750 	159	101	 4.664 
7:53:39 PM	 49.2761999834328 	 (123.2500184699890)	 73.40 	 6,376.470 	159	102	 4.507 
7:53:40 PM	 49.2761660367250 	 (123.2500438671550)	 74.00 	 6,381.100 	159	100	 4.469 
7:53:41 PM	 49.2761300783604 	 (123.2500692643220)	 74.40 	 6,385.500 	159	98	 4.388 
7:53:42 PM	 49.2760945390909 	 (123.2500904705370)	 74.80 	 6,389.770 	160	99	 4.282 
7:53:43 PM	 49.2760595027357 	 (123.2501163706180)	 74.80 	 6,394.120 	160	99	 4.396 
7:53:46 PM	 49.2759563215076 	 (123.2501987647260)	 75.00 	 6,407.040 	159	98	 4.264 
7:53:47 PM	 49.2759226262569 	 (123.2502273470160)	 75.80 	 6,411.390 	160	98	 4.326 
7:53:48 PM	 49.2758889310061 	 (123.2502534147350)	 76.00 	 6,415.720 	160	99	 4.379 
7:53:49 PM	 49.2758566606789 	 (123.2502764649680)	 76.40 	 6,419.750 	159	97	 4.379 
7:53:50 PM	 49.2758225463330 	 (123.2503072265530)	 77.00 	 6,424.200 	159	94	 4.173 
7:53:54 PM	 49.2756915371865 	 (123.2504070550200)	 77.00 	 6,440.490 	159	93	 4.102 
7:53:57 PM	 49.2755892779678 	 (123.2504869345570)	 77.40 	 6,453.120 	159	95	 4.197 
7:53:58 PM	 49.2755580134689 	 (123.2505171094080)	 78.00 	 6,457.290 	158	95	 4.150 
7:53:59 PM	 49.2755270004272 	 (123.2505493797360)	 78.40 	 6,461.450 	158	95	 4.197 
7:54:00 PM	 49.2754970770329 	 (123.2505871821190)	 79.00 	 6,465.600 	158	97	 4.239 
7:54:01 PM	 49.2754685785621 	 (123.2506290078160)	 79.40 	 6,469.950 	158	99	 4.342 
7:54:02 PM	 49.2754392419010 	 (123.2506734319030)	 79.40 	 6,474.290 	158	100	 4.379 
7:54:05 PM	 49.2753747850656 	 (123.2508351188150)	 79.40 	 6,487.890 	158	103	 4.535 
7:54:07 PM	 49.2753429338335 	 (123.2509565725920)	 79.40 	 6,497.040 	157	96	 4.614 
7:54:08 PM	 49.2753297742456 	 (123.2510211132460)	 79.40 	 6,501.720 	157	96	 4.684 
7:54:13 PM	 49.2752902954816 	 (123.2513502705840)	 79.40 	 6,525.660 	157	97	 4.789 
7:54:14 PM	 49.2752795666456 	 (123.2514138892290)	 79.80 	 6,530.450 	157	97	 4.757 
7:54:15 PM	 49.2752690054476 	 (123.2514794357120)	 80.40 	 6,535.220 	157	97	 4.789 
7:54:16 PM	 49.2752565164119 	 (123.2515421323470)	 80.80 	 6,540.000 	157	97	 4.778 
7:54:17 PM	 49.2752410098910 	 (123.2516015600410)	 81.40 	 6,544.790 	157	95	 4.757 
7:54:18 PM	 49.2752196360379 	 (123.2516549527640)	 81.80 	 6,549.410 	157	95	 4.696 
7:54:20 PM	 49.2751706019043 	 (123.2517606485630)	 81.80 	 6,558.850 	156	94	 4.736 
7:54:21 PM	 49.2751443665474 	 (123.2518069166690)	 82.00 	 6,563.520 	156	94	 4.644 
7:54:22 PM	 49.2751155328005 	 (123.2518482394510)	 82.40 	 6,568.120 	156	93	 4.614 
7:54:23 PM	 49.2750853579491 	 (123.2518874667580)	 83.00 	 6,572.810 	156	92	 4.594 
7:54:24 PM	 49.2750503215938 	 (123.2519235089420)	 83.40 	 6,577.250 	156	92	 4.546 
7:54:25 PM	 49.2750153690576 	 (123.2519554439930)	 84.00 	 6,581.790 	157	91	 4.498 
7:54:26 PM	 49.2749808356165 	 (123.2519836071870)	 84.00 	 6,586.270 	156	90	 4.452 
7:54:28 PM	 49.2749063204973 	 (123.2520294561980)	 84.00 	 6,595.200 	156	92	 4.526 
7:54:32 PM	 49.2747544404119 	 (123.2521063182500)	 84.00 	 6,613.660 	156	93	 4.614 
7:54:33 PM	 49.2747178114950 	 (123.2521230820560)	 84.40 	 6,618.220 	156	93	 4.585 
7:54:34 PM	 49.2746775783598 	 (123.2521424442520)	 84.80 	 6,622.810 	156	93	 4.594 
7:54:35 PM	 49.2746380995959 	 (123.2521611358970)	 85.00 	 6,627.450 	156	93	 4.594 
7:54:36 PM	 49.2745991237461 	 (123.2521804980930)	 85.40 	 6,631.950 	156	93	 4.605 
7:54:37 PM	 49.2745595611631 	 (123.2521990220990)	 86.00 	 6,636.620 	156	94	 4.625 
7:54:42 PM	 49.2743601556867 	 (123.2523272652170)	 86.00 	 6,660.580 	155	100	 4.955 
7:54:43 PM	 49.2743225209414 	 (123.2523635588580)	 86.00 	 6,665.560 	155	101	 4.991 
7:54:44 PM	 49.2742871493101 	 (123.2524057198310)	 86.00 	 6,670.680 	155	102	 5.026 
7:54:46 PM	 49.2742241173982 	 (123.2524980045850)	 86.40 	 6,680.910 	154	104	 5.146 
7:54:47 PM	 49.2741921823471 	 (123.2525524031370)	 86.80 	 6,686.180 	154	107	 5.235 
7:54:48 PM	 49.2741601634770 	 (123.2526098191730)	 87.00 	 6,691.660 	154	103	 5.421 
7:54:49 PM	 49.2741309944540 	 (123.2526724319900)	 87.40 	 6,697.270 	154	100	 5.635 
7:54:50 PM	 49.2741058487445 	 (123.2527433428910)	 88.00 	 6,702.850 	154	102	 5.739 
7:54:54 PM	 49.2740133125334 	 (123.2530417386440)	 88.00 	 6,727.390 	153	107	 6.297 
7:55:01 PM	 49.2737947963178 	 (123.2535679545250)	 88.00 	 6,773.810 	154	108	 6.755 
7:55:09 PM	 49.2734181974083 	 (123.2540255226190)	 88.00 	 6,827.450 	153	108	 6.776 
7:55:14 PM	 49.2731404211372 	 (123.2542088348410)	 88.40 	 6,861.000 	153	107	 6.732 
7:55:15 PM	 49.2730822507292 	 (123.2542335614560)	 88.80 	 6,867.750 	153	106	 6.659 
7:55:16 PM	 49.2730239126831 	 (123.2542552705850)	 89.00 	 6,874.450 	153	104	 6.567 
7:55:17 PM	 49.2729603778570 	 (123.2542778179040)	 89.80 	 6,880.930 	153	104	 6.468 
7:55:18 PM	 49.2729019559919 	 (123.2542971801010)	 90.00 	 6,887.140 	152	103	 6.448 
7:55:22 PM	 49.2726824339479 	 (123.2543137762690)	 90.00 	 6,912.930 	152	103	 6.410 
7:55:24 PM	 49.2725722119212 	 (123.2543061487370)	 90.00 	 6,925.680 	152	100	 6.315 
7:55:26 PM	 49.2724643368273 	 (123.2542841881510)	 90.00 	 6,937.720 	152	106	 5.998 
7:55:27 PM	 49.2724122852087 	 (123.2542763929810)	 90.40 	 6,943.770 	151	103	 5.834 
7:55:28 PM	 49.2723557911813 	 (123.2542672567060)	 91.00 	 6,949.470 	151	102	 5.739 
7:55:29 PM	 49.2723009735345 	 (123.2542557734990)	 91.40 	 6,955.250 	151	102	 5.710 
7:55:30 PM	 49.2722464073449 	 (123.2542451284820)	 91.80 	 6,961.020 	151	102	 5.770 
7:55:31 PM	 49.2721923440694 	 (123.2542335614560)	 92.00 	 6,966.750 	151	102	 5.787 
7:55:34 PM	 49.2720499355345 	 (123.2542103435840)	 92.40 	 6,983.660 	150	99	 5.605 
7:55:35 PM	 49.2720078583806 	 (123.2542048115280)	 93.00 	 6,989.390 	150	98	 5.576 
7:55:36 PM	 49.2719715647399 	 (123.2541965972630)	 93.40 	 6,994.770 	150	98	 5.546 
7:55:37 PM	 49.2719333432614 	 (123.2541805878280)	 93.80 	 7,000.330 	150	99	 5.532 
7:55:38 PM	 49.2718888353556 	 (123.2541596330700)	 94.00 	 7,006.100 	150	100	 5.664 
7:55:39 PM	 49.2718403041362 	 (123.2541415281590)	 94.00 	 7,011.680 	150	100	 5.635 
7:55:40 PM	 49.2717948742210 	 (123.2541298773130)	 94.00 	 7,017.410 	150	100	 5.664 
7:55:44 PM	 49.2716072034090 	 (123.2541133649640)	 94.00 	 7,039.370 	150	94	 5.380 
7:55:48 PM	 49.2714470252394 	 (123.2540993671860)	 94.40 	 7,059.790 	151	89	 4.921 
7:55:49 PM	 49.2714014276862 	 (123.2540857885030)	 95.00 	 7,064.330 	151	89	 4.526 
7:55:50 PM	 49.2713684868067 	 (123.2540531828990)	 95.40 	 7,068.390 	151	66	 4.078 
7:55:51 PM	 49.2713593505322 	 (123.2540190685540)	 96.00 	 7,072.350 	151	0	 3.865 
7:55:52 PM	 49.2713785450905 	 (123.2539926655590)	 96.40 	 7,075.700 	151	0	 3.426 
7:55:53 PM	 49.2714112345129 	 (123.2539893966160)	 96.40 	 7,079.100 	150	0	 3.361 
7:55:58 PM	 49.2716402281075 	 (123.2540654204780)	 96.40 	 7,102.220 	149	81	 5.635 
7:56:03 PM	 49.2719366122037 	 (123.2541313860560)	 96.40 	 7,136.660 	146	55	 7.565 
7:56:04 PM	 49.2720024939626 	 (123.2541446294630)	 96.40 	 7,144.370 	146	58	 7.842 
7:56:07 PM	 49.2722273804247 	 (123.2541906461110)	 96.00 	 7,169.770 	144	65	 8.810 
7:56:08 PM	 49.2723083496093 	 (123.2542102597650)	 95.40 	 7,178.720 	144	68	 9.072 
7:56:09 PM	 49.2723896540701 	 (123.2542318012560)	 95.00 	 7,188.140 	143	69	 9.390 
7:56:10 PM	 49.2724697012454 	 (123.2542554382230)	 94.80 	 7,197.850 	142	72	 9.602 
7:56:11 PM	 49.2725583817809 	 (123.2542666699730)	 94.40 	 7,207.680 	142	73	 9.913 
7:56:12 PM	 49.2726494092494 	 (123.2542718667530)	 94.00 	 7,217.720 	141	74	 9.958 
7:56:13 PM	 49.2727411072701 	 (123.2542733754960)	 93.40 	 7,227.770 	141	77	 10.244 
7:56:14 PM	 49.2728332243859 	 (123.2542680948970)	 93.00 	 7,238.330 	140	77	 10.496 
7:56:15 PM	 49.2729264311492 	 (123.2542531751090)	 92.80 	 7,249.020 	139	77	 10.522 
7:56:16 PM	 49.2730275169014 	 (123.2542239222670)	 92.00 	 7,259.640 	138	19	 10.548 
7:56:17 PM	 49.2731268424540 	 (123.2541812583800)	 91.40 	 7,270.310 	137	0	 10.496 
7:56:18 PM	 49.2732199653983 	 (123.2541330624370)	 91.00 	 7,281.220 	136	0	 10.418 
7:56:19 PM	 49.2732988391071 	 (123.2540825195610)	 90.40 	 7,290.790 	134	0	 10.244 
7:56:20 PM	 49.2733791377395 	 (123.2540204096580)	 90.00 	 7,301.200 	133	0	 10.196 
7:56:21 PM	 49.2734544910490 	 (123.2539436314250)	 90.00 	 7,311.020 	133	0	 10.100 
7:56:22 PM	 49.2735308501869 	 (123.2538636680690)	 90.00 	 7,320.950 	132	0	 9.958 
7:56:23 PM	 49.2735994141548 	 (123.2537753228090)	 89.40 	 7,330.950 	131	0	 9.866 
7:56:24 PM	 49.2736681457608 	 (123.2536833733320)	 89.00 	 7,340.890 	130	54	 9.821 
7:56:25 PM	 49.2737298365682 	 (123.2535800244650)	 88.80 	 7,350.470 	130	73	 9.732 
7:56:26 PM	 49.2737879231572 	 (123.2534724008290)	 88.40 	 7,360.270 	131	73	 9.821 
7:56:27 PM	 49.2738408129662 	 (123.2533577363930)	 87.80 	 7,370.140 	131	77	 9.821 
7:56:29 PM	 49.2739310022443 	 (123.2531227916470)	 87.80 	 7,389.640 	131	94	 9.689 
7:56:30 PM	 49.2739703971892 	 (123.2530037686220)	 87.80 	 7,399.240 	130	93	 9.602 
7:56:36 PM	 49.2742226086556 	 (123.2523435261100)	 87.80 	 7,455.580 	131	91	 9.309 
7:56:39 PM	 49.2744507640600 	 (123.2521261833600)	 87.40 	 7,483.220 	129	22	 9.189 
7:56:40 PM	 49.2745324037969 	 (123.2520828489210)	 87.00 	 7,492.540 	128	0	 9.111 
7:56:41 PM	 49.2746137920767 	 (123.2520468905560)	 86.40 	 7,501.520 	128	67	 9.189 
7:56:42 PM	 49.2746979463845 	 (123.2520160451530)	 86.00 	 7,510.930 	128	90	 9.309 
7:56:43 PM	 49.2747823521494 	 (123.2519791647790)	 85.80 	 7,520.330 	128	89	 9.473 
7:56:45 PM	 49.2749523371458 	 (123.2518904842430)	 85.80 	 7,539.560 	128	78	 9.689 
7:56:46 PM	 49.2750356532633 	 (123.2518391031770)	 85.80 	 7,549.660 	127	81	 10.196 
7:56:48 PM	 49.2751781456172 	 (123.2516480796030)	 85.00 	 7,571.040 	127	84	 10.678 
7:56:49 PM	 49.2752342205494 	 (123.2515153940760)	 84.40 	 7,582.180 	127	63	 11.210 
7:56:50 PM	 49.2752729449421 	 (123.2513639330860)	 83.40 	 7,593.470 	126	0	 11.329 
7:56:51 PM	 49.2752978391945 	 (123.2512038387350)	 82.80 	 7,605.060 	125	93	 11.512 
7:56:52 PM	 49.2753159441053 	 (123.2510432414710)	 82.00 	 7,616.270 	124	93	 11.574 
7:56:53 PM	 49.2753344681113 	 (123.2508854940530)	 81.00 	 7,628.250 	124	93	 11.668 
7:56:54 PM	 49.2753631342202 	 (123.2507359609000)	 80.40 	 7,639.850 	124	94	 11.637 
7:56:55 PM	 49.2754192091524 	 (123.2506006769830)	 80.00 	 7,651.540 	124	93	 11.604 
7:56:56 PM	 49.2754901200532 	 (123.2504855934530)	 79.40 	 7,663.220 	124	93	 11.574 
7:56:57 PM	 49.2755764536559 	 (123.2503936439750)	 78.80 	 7,674.930 	124	91	 11.637 
7:56:58 PM	 49.2756757792085 	 (123.2503219787030)	 78.00 	 7,686.520 	125	87	 11.699 
7:56:59 PM	 49.2757792957127 	 (123.2502638082950)	 78.00 	 7,698.240 	125	87	 11.895 
7:57:01 PM	 49.2759894300252 	 (123.2501449529080)	 77.80 	 7,722.620 	125	21	 12.305 
7:57:02 PM	 49.2760947067290 	 (123.2500778976820)	 77.40 	 7,734.970 	124	0	 12.522 
7:57:03 PM	 49.2761989776045 	 (123.2500030472870)	 76.80 	 7,747.790 	124	0	 12.744 
7:57:04 PM	 49.2763044219464 	 (123.2499204017220)	 76.00 	 7,760.950 	123	0	 13.095 
7:57:05 PM	 49.2764062620699 	 (123.2498279493300)	 75.40 	 7,774.740 	122	0	 13.381 
7:57:06 PM	 49.2765056714415 	 (123.2497239299110)	 74.40 	 7,788.370 	122	0	 13.637 
7:57:07 PM	 49.2766047455370 	 (123.2496075052760)	 73.80 	 7,801.850 	122	0	 13.682 
7:57:09 PM	 49.2767884768545 	 (123.2493384461840)	 72.80 	 7,829.770 	122	0	 13.994 
7:57:10 PM	 49.2768716253340 	 (123.2491920143360)	 71.80 	 7,843.390 	122	0	 14.086 
7:57:11 PM	 49.2769467271864 	 (123.2490374520420)	 70.40 	 7,857.870 	122	0	 14.086 
7:57:12 PM	 49.2770168837159 	 (123.2488775253290)	 69.80 	 7,872.180 	122	0	 14.180 
7:57:13 PM	 49.2770836036652 	 (123.2487090490750)	 68.80 	 7,886.350 	121	0	 14.321 
7:57:14 PM	 49.2771473899483 	 (123.2485336996610)	 68.00 	 7,900.890 	120	0	 14.381 
7:57:15 PM	 49.2772059794515 	 (123.2483590207990)	 67.00 	 7,915.250 	119	0	 14.227 
7:57:16 PM	 49.2772640660405 	 (123.2481853477650)	 66.00 	 7,929.540 	118	0	 14.395 
7:57:17 PM	 49.2773228231817 	 (123.2480132672930)	 65.00 	 7,943.910 	118	0	 14.369 
7:57:18 PM	 49.2773823346942 	 (123.2478418573730)	 64.00 	 7,958.160 	117	0	 14.321 
7:57:19 PM	 49.2774437740445 	 (123.2476674299680)	 63.00 	 7,972.350 	116	0	 14.321 
7:57:20 PM	 49.2775040399283 	 (123.2474938407540)	 62.00 	 7,986.500 	115	0	 14.133 
7:57:21 PM	 49.2775657307356 	 (123.2473219279190)	 61.40 	 8,000.930 	115	0	 14.369 
7:57:22 PM	 49.2776306904852 	 (123.2471532840280)	 60.40 	 8,015.100 	114	0	 14.281 
7:57:23 PM	 49.2776990868151 	 (123.2469904236490)	 60.00 	 8,029.700 	113	0	 14.281 
